Capability,Task,BusinessRule,SLA,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\BusinessRule.prop
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Nationally_recognized_measures_are_utilized_to_benchmark_program_outcomes.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Once_appointed,_all_appropriate_practitioner_credentials_shall_be_documented_in_Centralized_Credentialing_and_Quality_Assurance_System_(CCQAS).",100%_of_practitioner_credentials_shall_be_documented_in_Centralized_Credentialing_and_Quality_Assurance_System_(CCQAS).,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Outcome_reflects_appropriate_diagnosis_and_placement_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Point-of-service_level_and_to_plan_and_resource_health_screening_programs_at_population_levels.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Process,_package_and_distribute_bulk_and_clinic_pharmaceuticals_to_end_users_with_99.99966%_accuracy",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Process_pharmaceutical_orders_with_99.99966%_accuracy,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Programs,_consults_and_other_activities_are_accurate_to_ensure_protection_of_workers,_populations_and_the_military_establishment",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Provide_the_full_scope_of_care_and_services_to_support_the_patient_load.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Provide_the_full_scope_of_care_and_services_to_support_the_patient_load._Maintain_systems_to_track_and_follow,_when_required,_patients_discharged_or_moved_to_a_higher_level_of_care.",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Relevant_risk_behavior_data_from_periodic_health_assessments_(PHAs)_and_environmental_exposures_identified_by_environmental_risk_evaluations_will_be_available_at_all_levels_within_the_military_health_system,_to_appropriately_and_accurately_plan_and_resource_immunization_programs.",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Standard_undefined,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_DoD_will_accurately_identify_relevant_immunization-preventable_infectious_disease_health_threats_and_make_this_information_available_to_relevant_command_and_medical_authorities_100%_of_the_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_DoD_will_have_the_capability_to_offer_all_non-military_DoD_healthcare_beneficiaries_annual_PHAs_(preferably_web-based)_to_accurately_identify_demographic_and_health_risk_information_to_appropriately_recommend_immunizations._The_aggregated_results_of_these_PHAs_will_be_available_at_all_levels_within_the_military_health_system_to_appropriately_and_accurately_plan_and_resource_immunization_programs.,The_DoD_will_offer_all_non-military_DoD_healthcare_beneficiaries_annual_PHAs,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_right_operation_is_performed_on_the_right_patient.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_right_operation_is_performed_on_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_right_test_is_performed_on_the_right_patient_100%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Improvements_to_have_a_lasting_effect._Dedicated_time_for_all_staff_(MD,_RN,_RT,_Pharmacy)_for_continuing_education_and_training",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,95%_of_staff_satisfied_with_working_in_primary_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,95%_of_staff_satisfied_with_working_in_specialty_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,95%_of_the_time_the_standards_are_available_for_application_to_a_particular_situation,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Ability_to_implement_and_study_real_time_improvement_methods_with_qualified_expert_in_quality_improvement,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Able_to_respond_to_patient_need_for_transport_within_reasonable_timeframe_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Assessments_enable_expeditious,_safe,_return_to_work_that_supports_mission_requirements",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Assistive_Technology_needs_assessments_will_include_aspects_of_service_members?_functional_limitations,_computing_or_communication_tasks,_technical_specifications_for_computers_and-or_telecommunication_systems,_and_identification_of_training_needs",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Case_File_addresses_potential_questions_or_queries_of_the_PEB_or_service_member_and_is_understood_100%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Clinical_outcomes_documented_in_health_record.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Documentation_of_assessments_in_the_electronic_health_record,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Having_100%_of_resources_to_respond_to_either_a_planned_or_expected_mass_casualty_incident.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Immediately_follow_up_or_refer_EMS_personnel_or_cases_for_review_and_potential_administrative_or_disciplinary_proceedings_local_EMS_system_established_procedures_as_appropriate.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Methods_used_to_analyze_service_improvement_will_occur_as_close_to_real_time_as_possible,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Must_be_capable_of_delivering_an_EMT-_B_with_and_Automated_External_Defibrillator_(AED)_to_the_incident_scene_to_current_standard,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Patient_seen_in_a_timely_manner_in_accordance_with_the_standard_of_care_for_their_clinical_situation.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_of_adverse_patient_outcomes_or_events_that_suggests_a_PCE_shall_be_reviewed,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"100%_of_clinical_results_will_be_reported_back_to_the_requesting_clinic_within_the_accepted_time_limit_for_the_level_of_the_test_(e.g._STAT,_urgent,_routine)",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_of_public_health_results_will_be_reported_back_to_the_clinic_or_public_health_office_within_the_accepted_time_limit_for_the_level_of_the_test.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_of_tests_requested_will_be_accessioned_within_12-24_hours_of_arrival_Tests_requested_that_are_not_available_at_the_receiving_laboratory_will_be_transferred_to_the_appropriate_laboratory_within_48_hours_Tests_will_be_completed_within_industry_accepted_service_times,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_of_the_results_of_the_analysis_and_plan_for_each_event_shall_be_promptly_reported_through_their_Military_Department_to_the_Armed_Forces_Institute_of_Pathology,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,100%_training_prior_to_use_of_information_systems,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,95%_of_changes_will_have_a_positive_and_desired_improvement_in_a_specified_time_frame,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,95%_of_changes_will_result_in_the_desired_outcome_within_the_predetermined_timeframe,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,A_letter_for_pregnant_civilian_employees_within_5_days_of_notification,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,A_valid_sample_of_data_should_be_collected_and_analyzed_when_organization_determines_it_is_appropriate_to_do_so,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Actions_meet_requirements_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,All_resources_(personnel_and_equipment)_must_be_delivered_to_the_incident_in_a_timely_manner.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Appropriate_advances_are_incorporated_MHS_wide_within_3_months_of_validation_of_standard_of_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Assessment_and_decision_must_be_made_in_a_timely_manner.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Assessment_must_be_completed_within_established_timeframes_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Assessments_will_be_completed_and_documented_within_3_business_days_of_acceptance_to_CM,Assessments_will_be_completed_and_documented_within_3_business_days,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Available_resources_offered_and_explained_to_patient-family.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Burn_care_shall_be_available_within_the_standard_for_all_trauma_care:_burns_requiring_specialized_care_shall_be_available_within_24-72_hrs_of_injury,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Care_received_within_24_hours.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Case_File_is_transferred_to_PEB_within_prescribed_timeframes_in_at_least_80%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Case_Files_are_processed_and_submitted_within_prescribed_timeframes_95%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Clinical_and_administrative_counseling_provided_by_the_right_agency_when_needed_and_appropriate_within_the_process_100%_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Data_is_provided_in_a_timely_manner_to_MTF_and_service_leadership_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Data_shall_be_analyzed_in_a_timeframe_that_will_allow_for_appropriate_interventions_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Documentation_reflects_timely_follow_up_with_patient-family.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Guidance_ensures_the_member_is_able_to_request_reviews_or_provide_rebuttals_at_the_proper_time_and_complies_with_prescribed_timeframes_so_it_does_not_reduce_efficiency_of_case_processing,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Identify_potential_clients_within_established_practice_standards,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Improvements_will_be_integrated_across_the_system_100%_of_the_time_within_12_months.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"In_95%_of_cases,_the_tools-programs_will_be_deployed_when_needed_most",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Information_is_provided_within_the_desired_period_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Injury_prevention_and_human_performance_optimization_training_IAW_guidelines_provided_in_the_PT_in_the_BCT_Manual.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,MEBRs_are_completed_within_prescribed_timeframes_95%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Medication_order_processed,_packaged_and_distributed_to_the_end_user_in_a_time_frame_established_by_the_facility_and_dependent_on_product_availability",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Monitoring_of_patient_status_and_provision_of_appropriate_care_will_occur_in_a_timely_fashion_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Monthly-quarterly_data_review,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Ongoing_collaboration_with_other_health_professionals_in_the_DoD,_Department_of_Veteran_Affairs,_and_unit_Commanders_to_meet_the_needs_of_service_members-patients_and_Families.",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Order_and_receive_the_product_in_the_shortest_time_possible._Maximize_just_in_time_inventory.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Patient_ready_for_surgery_on_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Patient_ready_for_surgery_on_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Patient_will_be_moved_in_a_time_frame_so_as_to_not_incur_degradation_in_health_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Program_outcomes_are_reviewed_on_a_predetermined_schedule,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Referrals_and_reviews_are_made_as_early_as_possible_to__decrease_sequelae,_decrease_cost_and_improve_patient_satisfaction",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Referrals_are_made_as_early_as_possible_to_have_the_desired_effect_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Reports_are_provided_in_a_timely_manner_to_MTF_and_service_leadership,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Severely_ill_or_injured_service_members_undergoing_evaluation_by_the_DES_must_be_identified_at_the_onset_and_the_appropriate_Physical_Evaluation_Board_(PEB)_Liaison_Officer_(PEBLO)_and-or_counselor_notified_immediately_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Staffing_and_scheduling_provide_immediate_access_to_care_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,Staffing_and_scheduling_provide_timely_access_to_care_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_final_product_is_dispensed_to_the_end_user_in_the_shortest_time_possible_as_defined_by_individual_facilities,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_plan_must_be_implemented_within_established_timeframes_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,The_results_of_the__investigation_promptly_reported_to_the_PCE_module_of_CCQAS_within_180_days_of_the_occurrence_or_initial_identification.,100%_of_PCE_Events_shall_be_documented_in_the_PCE_Module_of_CCQAS_within_180_days_of_occurrence_or_initial_identification,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,"Where_medical_care_is_provided,_it_should_meet_locally_established_standards_of_timeliness",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",100%_of_data_should_be_collected_according_to_national_benchmark_criteria_when_available,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",100%_of_records_will_follow_established_criteria_for_content_and_accessibility,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",100%_offered_annual_exam.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",99%_of_recipients_treated_upon_presentation.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",All_licenses_will_be_verified_as_part_of_application_process,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",All_services_(100%)_will_offer_USPSTF-recommended_health_counseling_services_throughout_their_respective_medical_commands,All_services_(100%)_will_offer_USPSTF-recommended_health_counseling_services_throughout_their_respective_medical_commands,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",All_services_(100%)_will_offer_USPSTF-recommended_throughout_their_respective_medical_commands,All_services_(100%)_will_offer_USPSTF-recommended_throughout_their_respective_medical_commands,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",All_services_(100%)_will_offer_all_ACIP-_recommended_immunizations_throughout_their_respective_medical_commands.,100%_of_ACIP-recommended_and_DoD_Required_immunizations_will_be_available_to_all_DoD_healthcare_beneficiaries.,Supports out of box,16,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Appropriate_Dental_Class_assigned_99%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Assure_medication_formulary_is_standardized_to_meet_basic_requirements_for_patient_care_at_MTFs,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",At_least_one_CPG_of_choice_plus_the_Post_Deployment_Health_CPG_are_implemented_in_all_MTFs,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission","Based_upon_patient_condition,_staffing_and_accepted_local_community_and_based_on_nationally_standards.",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Burn_evaluation_and_care_will_be_done_according_to_established_care_protocols_at_all_times,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Case_Files_contain_the_prescribed_elements_100%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Clear_business_rules_for_the_optimal_delivery_of_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission","Develop_screening_and_testing_protocol_to_evaluate_all_categories_of_patients_with_hearing_loss,_audio-vestibular_complaints_and_rehabilitation_protocols_to_improve_communication_and-or_audio-_vestibular_function.",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Discharge_criteria_are_standard_for_all_outpatient_procedures,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission","Ergonomic_programs_shall_be_carried_out_according_to_established_protocols,_or_where_no_protocols_exist,_according_to_best_practices",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission","For_95%_of_cases,_exams_adhere_to_protocols_established_by_VA_for_Compensation_and_Pension_Examinations",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission","For_95%_of_cases,_exams_are_conducted_based_on_all_potentially_unfitting_and_claimed_conditions",,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Fully_capable_to_make_recommendations,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Fully_capable_to_provide_access_to_occupational_rehabilitation_services,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Fully_capable_to_screen_and_evaluate_all_categories_of_patients,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Healthcare_practitioners_who_do_not_possess_a_license_or_other_authorizing_document_may_practice_only_under_a_written_plan_of_supervision_with_a_licensed_person_of_the_same_or_a_similar_discipline,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Nationally_recognized_measures_are_utilized_to_benchmark_program_outcomes.,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Patients_receive_same_accurate_information_and_access_to_options_and_services_in_100%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Intensive_Care,"Assess_patient_for_appropriateness_of_ICU_admission,_transfer_or_general_medical-surgical-pediatric_ward_admission",Programs_are_designed_to_include_and_utilize_available_tools_which_are_designed_to_provide_reliable_and_valid_information_regarding_placement_needs._Utilization_review_is_accomplished_on_pre-_determined_percentage_of_patients_(100%_versus_focus),,Supports with configuration,48,Procyon 15X,,Procyon,
